"2867791646","2867791646","RES","BR","Brazil","Bahia","Gabiarra","Inforlink Servico de Comunicacao Multimidia Eireli","inforlinkba.net.br","ISP","266343","Inforlink Servico de Comunicacao Multimidia Eireli","6","-","-"
"2867799805","2867799805","RES","BR","Brazil","Bahia","Porto do Costa","Conect Telecom","conecttelecom.com.br","ISP","263151","Conect Telecom","2","-","-"
"2867808258","2867808258","RES","BR","Brazil","Minas Gerais","Belo Horizonte","Maxxnet Telecom","smartisp.com.br","ISP","52765","Maxxnet Telecom","14","-","-"
"2867818572","2867818572","RES","BR","Brazil","Maranhao","Cedral","Rabelo Flores Servicos de Multimidia Ltda-IGBWEB","rabelofloresservicosdemultimidiaigbweb.com","ISP","266364","Rabelo Flores Servicos de Multimidia Ltda-IGBWEB","15","-","-"
"2867838606","2867838606","RES","CL","Chile","Region Metropolitana de Santiago","Melipilla","Inversiones MYJ Ltda","myjchile.cl","ISP","264838","Inversiones MYJ Ltda","19","-","-"
"2867843919","2867843919","RES","BR","Brazil","Rio Grande do Sul","Porto Alegre","ComuNET Internet Banda Larga LTDA","comunet.com.br","ISP","266357","ComuNET Internet Banda Larga LTDA","7","-","-"
"2868120465","2868120465","RES","BR","Brazil","Rio de Janeiro","Casimiro de Abreu","J Bohrer Provedores de Internet - ME","gerenciatec.com.br","ISP","266478","J Bohrer Provedores de Internet - ME","14","-","-"
"2868132138","2868132138","RES","AR","Argentina","Cordoba","San Francisco","Internet Services S.A.","is.net.ar","ISP","263684","Internet Services S.A.","28","-","-"
"2868141993","2868141994","DCH","US","United States of America","New York","New York City","Webline Services Broadband","webline-services.hn","DCH","394474","WhitelabelColo","1","-","-"
"2868161902","2868161902","RES","BR","Brazil","Alagoas","Delmiro Gouveia","Timernet Telecom","timernet.com.br","ISP","266502","Timernet Telecom","18","-","-"
"2868172941","2868172941","RES","BR","Brazil","Minas Gerais","Pompeu","Netpeu Tecnologia e Internet Ltda","lvnetwork.com.br","ISP","263496","Netpeu Tecnologia e Internet Ltda","21","-","-"
"2868182932","2868182932","RES","BR","Brazil","Sao Paulo","Araraquara","Desktop Sigmanet Comunicacao Multimidia SA","desktop.com.br","ISP","28649","Desktop Sigmanet Comunicacao Multimidia SA","2","-","Webshare"
"2868190197","2868190197","RES","BR","Brazil","Mato Grosso do Sul","Campo Grande","Digital Provedor de Acesso A Internet Ltda","digitalnetms.com.br","ISP","61588","Digital Provedor de Acesso A Internet Ltda","28","-","-"
"2868214562","2868214562","RES","BR","Brazil","Piaui","Esperantina","G3 Telecom","g3telecom.net.br","ISP","263980","G3 Telecom","18","-","-"
"2868227015","2868227015","RES","AR","Argentina","Buenos Aires","Nueve de Julio","Coop. Electrica Y de Servicios Mariano Moreno Ltda.","ceys.com.ar","ISP","262231","Coop. Electrica Y de Servicios Mariano Moreno Ltda.","13","-","-"
"2868241148","2868241148","RES","BR","Brazil","Rio de Janeiro","Xerem","Grupo Mega Flash Servicos e Com Ltda - EPP","megaflash.com.br","ISP","263145","Grupo Mega Flash Servicos e Com Ltda - EPP","28","-","-"
"2868260532","2868260532","RES","BR","Brazil","Minas Gerais","Sete Lagoas","HZ Telecom Ltda","hz.net.br","ISP","262379","HZ Telecom Ltda","20","-","-"
"2868270541","2868270541","RES","EC","Ecuador","Azuay","Cuenca","Servicable Cia. Ltda.","futurity.ec","ISP","265657","Servicable Cia. Ltda.","20","-","-"
"2868279789","2868279789","RES","BR","Brazil","Rio de Janeiro","Rio de Janeiro","Net Flex Ltda ME","netflexisp.com.br","ISP","52794","Net Flex Ltda ME","4","-","-"
"2868299184","2868299184","RES","BR","Brazil","Bahia","Brumado","Henet Telecomunicacoes Ltda","henet.com.br","ISP","52974","Henet Telecomunicacoes Ltda","27","-","-"
"2868303317","2868303317","RES","BR","Brazil","Sao Paulo","Sao Paulo","Rede Banda Larga","redebandalarga.net.br","ISP","263877","Rede Banda Larga","13","-","-"
"2868319949","2868319949","RES","BR","Brazil","Rio de Janeiro","Rio de Janeiro","Dynamic Provedor de Internet - LTDA","flixtelecom.net.br","ISP","263324","Net&Com Servicos de Informatica e Telecomunicacoes","14","-","-"
"2868329274","2868329274","RES","AR","Argentina","Buenos Aires","Castelar","Cicchetti Joel Alejandro","glewnet.com","ISP","265646","Cicchetti Joel Alejandro","21","-","-"
"2868341176","2868341176","RES","BR","Brazil","Rio de Janeiro","Rio de Janeiro","Gigaflex Internet Servicos de Tel Ltda","gigaflexinternet.com.br","ISP","264150","Gigaflex Internet Servicos de Tel Ltda","11","-","-"
"2868356716","2868356717","DCH","CL","Chile","Valparaiso","Vina del Mar","Inetamericas Comunicaciones Limitada","inetamericas.cl","DCH","265642","Inetamericas Comunicaciones Limitada","1","-","-"
"2868370623","2868370623","DCH","US","United States of America","New York","New York City","My Tech BZ","my-tec.bz","DCH","52449","My Tech BZ","1","BOTNET","-"
"2868375608","2868375614","DCH","BR","Brazil","Rio de Janeiro","Iguacu","Mega Internet Ltda ME","megaprovedor.net.br","DCH","263949","Mega Internet Ltda ME","1","-","-"
"2868723072","2868723072","RES","ES","Spain","Valenciana, Comunidad","Valencia","Xtra Telecom S.A.","xtratelecom.es","ISP/MOB","15704","Xtra Telecom S.A.","24","-","-"
"2868786997","2868786997","RES","BR","Brazil","Rio Grande do Norte","Natal","RMR Assessoria Tecnica em Teleinformatica Ltda-ME","rmrti.com.br","ISP","61901","RMR Assessoria Tecnica em Teleinformatica Ltda-ME","2","-","-"
"2868801927","2868801927","RES","BR","Brazil","Parana","Maringa","Mmer Provedor de Internet Ltda - ME","uem.br","ISP","262322","Mmer Provedor de Internet Ltda - ME","10","-","-"
"2868812186","2868812186","RES","BR","Brazil","Rio Grande do Sul","Santa Barbara do Sul","Razaoinfo Internet Ltda","razaoinfo.com.br","ISP","263077","Razaoinfo Internet Ltda","7","-","-"
"2868818907","2868818907","DCH","US","United States of America","New York","New York City","Corporate Network","whitelabelcolo.com","DCH","394474","WhitelabelColo","1","-","-"
"2868834440","2868834440","RES","BR","Brazil","Rio Grande do Norte","Bento Fernandes","Al Net Telecom","alnettelecom.com.br","ISP","265384","Online Provedor de Internet","4","-","-"
"2869177620","2869177620","RES","TH","Thailand","Prachuap Khiri Khan","Hua Hin","Triple T Broadband Public Company Limited","3bb.co.th","ISP","45758","Triple T Broadband Public Company Limited","28","-","-"
"2869223679","2869223679","RES","TH","Thailand","Chiang Rai","Mae Fa Luang","Triple T Broadband Public Company Limited","3bb.co.th","ISP","45758","Triple T Broadband Public Company Limited","23","-","-"
"2869229291","2869229291","RES","TH","Thailand","Lampang","Sop Prap","Triple T Broadband Public Company Limited","3bb.co.th","ISP","45758","Triple T Broadband Public Company Limited","18","-","-"
"2869274405","2869274405","RES","TH","Thailand","Phuket","Phuket","Triple T Broadband Public Company Limited","3bb.co.th","ISP","45758","Triple T Broadband Public Company Limited","13","-","-"
"2869291098","2869291098","RES","TH","Thailand","Ratchaburi","Ratchaburi","Triple T Broadband Public Company Limited","3bb.co.th","ISP","45758","Triple T Broadband Public Company Limited","16","-","-"
"2869296030","2869296030","RES","TH","Thailand","Nakhon Pathom","Salaya","Triple T Broadband Public Company Limited","3bb.co.th","ISP","45758","Triple T Broadband Public Company Limited","28","-","-"
"2869354894","2869354894","RES","TH","Thailand","Surat Thani","Ban Na San","Triple T Broadband Public Company Limited","3bb.co.th","ISP","45758","Triple T Broadband Public Company Limited","10","-","-"
"2869358339","2869358339","RES","TH","Thailand","Phuket","Phuket","Triple T Broadband Public Company Limited","3bb.co.th","ISP","45758","Triple T Broadband Public Company Limited","8","-","-"
"2869371205","2869371205","RES","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Triple T Broadband Public Company Limited","3bb.co.th","ISP","45758","Triple T Broadband Public Company Limited","14","-","-"
"2869423988","2869423988","RES","TH","Thailand","Songkhla","Khuan Niang","Triple T Broadband Public Company Limited","3bb.co.th","ISP","45758","Triple T Broadband Public Company Limited","29","-","-"
"2869927706","2869927706","RES","CN","China","Henan","Zhengzhou","Henan Telecom Corporation","chinatelecom.com.cn","ISP","4134","China Telecom","18","-","-"
"2870372750","2870372750","RES","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Community Fibre Limited","communityfibre.co.uk","ISP","201838","Community Fibre Limited","25","-","-"
"2870409222","2870409226","VPN","ES","Spain","Madrid, Comunidad de","Madrid","HostRoyale Technologies Pvt Ltd","hostroyale.com","DCH","39486","HostRoyale Technologies Pvt Ltd","1","-","-"
"2871093711","2871099391","DCH","FR","France","Ile-de-France","Saint-Cloud","Outscale SASU","outscale.com","DCH","50624","Outscale SASU","1","-","-"
"2871283109","2871283109","DCH","CN","China","Guangxi Zhuangzu","Nanning","China Unicom Guangxi Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","14","SCANNER","-"
"2871624321","2871624348","DCH","CN","China","Hubei","Wuhan","ChinaNet Hubei Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","1","-","-"
"2872080983","2872080983","RES","IN","India","Uttar Pradesh","Atarra","Bharti Airtel Ltd.","airtel.in","ISP/MOB","45609","Bharti Airtel Ltd.","20","-","-"
"2872894522","2872894522","RES","IN","India","Assam","Palasbari","Bharti Airtel Ltd.","airtel.in","ISP/MOB","45609","Bharti Airtel Ltd.","2","-","-"
"2872907733","2872907733","RES","IN","India","Uttar Pradesh","Aligarh","Bharti Airtel Ltd.","airtel.in","ISP/MOB","24560","Bharti Airtel Ltd. Telemedia Services","6","-","-"
"2872909269","2872909269","RES","IN","India","Punjab","Ludhiana","Bharti Airtel Ltd.","airtel.in","ISP/MOB","24560","Bharti Airtel Ltd. Telemedia Services","29","-","-"
"2872943595","2872943595","RES","IN","India","Gujarat","Ahmedabad","Bharti Airtel Ltd.","airtel.in","ISP/MOB","24560","Bharti Airtel Ltd. Telemedia Services","13","-","-"
"2873372928","2873373183","DCH","US","United States of America","Delaware","Wilmington","Cisco Systems Inc.","cisco.com","DCH","109","Cisco Systems Inc.","1","-","-"
"2873905980","2873905980","RES","IN","India","Karnataka","Bengaluru","Bharti Cellular Ltd. New Delhi","airtel.in","ISP","24560","Bharti Airtel Ltd. Telemedia Services","22","-","-"
"2873938823","2873938823","RES","IN","India","Karnataka","Saundatti","Bharti Cellular Ltd. New Delhi","airtel.in","ISP","45609","Bharti Airtel Ltd.","6","-","-"
"2874092379","2874092379","RES","IN","India","Madhya Pradesh","Indore","Bharti Airtel Ltd.","airtel.in","ISP/MOB","45609","Bharti Airtel Ltd.","4","-","-"
"2874126584","2874126584","RES","IN","India","Rajasthan","Manoharpur","Bharti Airtel Ltd.","airtel.in","ISP/MOB","45609","Bharti Airtel Ltd.","4","-","-"
"2875214004","2875214004","RES","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","True Internet Co. Ltd.","asianet.co.th","ISP/MOB","17552","True Online","16","-","-"
"2875243788","2875243788","RES","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","True Internet Co. Ltd.","asianet.co.th","ISP/MOB","17552","True Online","28","-","-"
"2875267753","2875267753","RES","TH","Thailand","Phichit","Phichit","True Internet Co. Ltd.","asianet.co.th","ISP/MOB","17552","True Online","24","-","-"
"2875279533","2875279533","RES","TH","Thailand","Chon Buri","Pattaya","True Internet Co. Ltd.","asianet.co.th","ISP/MOB","17552","True Online","14","-","-"
"2875288450","2875288450","PUB","TH","Thailand","Pattani","Sai Buri","True Internet Co. Ltd.","asianet.co.th","ISP/MOB","17552","True Online","1","BOTNET","-"
"2875311849","2875311849","RES","TH","Thailand","Lampang","Sop Prap","True Internet Co. Ltd.","asianet.co.th","ISP/MOB","17552","True Online","4","-","-"
"2875322831","2875322831","RES","TH","Thailand","Phuket","Phuket","True Internet Co. Ltd.","asianet.co.th","ISP/MOB","17552","True Online","26","-","-"
"2875432267","2875432267","RES","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","True Internet Co. Ltd.","asianet.co.th","ISP/MOB","17552","True Online","8","-","-"
"2875519191","2875519191","RES","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","True Internet Co. Ltd.","asianet.co.th","ISP/MOB","17552","True Online","16","SCANNER","-"
"2875740625","2875740625","DCH","CN","China","Guangxi Zhuangzu","Nanning","ChinaNet Guangxi Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","11","SCANNER","-"
"2876363997","2876364031","DCH","CN","China","Hubei","Wuhan","ChinaNet Hubei Province Network","chinatelecom.com.cn","DCH","137266","CHINATELECOM Hubei Province Wuhan 5G Network","1","-","-"
"2882859217","2882859263","DCH","CN","China","Sichuan","Chengdu","ChinaNet Sichuan Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","1","-","-"
"2883017883","2883017883","RES","CN","China","Sichuan","Ya'an","ChinaNet Sichuan Province Network","chinatelecom.com.cn","ISP/MOB","4134","China Telecom","6","-","-"
"2883565727","2883565727","RES","CN","China","Sichuan","Chengdu","ChinaNet Sichuan Province Network","chinatelecom.com.cn","ISP/MOB","4134","China Telecom","11","-","-"
"2883617886","2883617886","RES","VN","Viet Nam","Thai Binh","Thai Binh","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","1","-","-"
"2883644155","2883644155","RES","VN","Viet Nam","Thai Binh","Thai Binh","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","16","-","-"
"2883698917","2883698917","RES","VN","Viet Nam","Ho Chi Minh","Ho Chi Minh City","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","26","-","-"
"2883700881","2883700882","RES","VN","Viet Nam","Hai Phong","Haiphong","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","23","-","-"
"2883702156","2883702156","RES","VN","Viet Nam","Hung Yen","Hung Yen","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","23","-","-"
"2883715557","2883715557","RES","VN","Viet Nam","Ha Noi","Hanoi","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","18","-","-"
"2883834793","2883834793","RES","VN","Viet Nam","Vinh Long","Vinh Long","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","7","-","-"
"2883910546","2883910546","RES","VN","Viet Nam","Ha Noi","Hanoi","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","18","-","-"
"2883953381","2883953381","RES","VN","Viet Nam","Thai Binh","Thai Binh","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","12","-","-"
"2884100401","2884100401","RES","VN","Viet Nam","Nam Dinh","Nam Dinh","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","3","-","-"
"2884213935","2884213935","RES","VN","Viet Nam","Ba Ria - Vung Tau","Tra Tan","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","19","-","-"
"2884242968","2884242968","RES","VN","Viet Nam","Ninh Thuan","Phan Rang-Thap Cham","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","6","-","-"
"2884299266","2884299266","RES","VN","Viet Nam","Ha Noi","Hanoi","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","3","-","-"
"2884382930","2884382930","RES","VN","Viet Nam","Dong Nai","Bien Hoa","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","26","-","-"
"2884406530","2884406530","RES","VN","Viet Nam","Hai Phong","Haiphong","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","28","-","-"
"2884464080","2884464080","RES","VN","Viet Nam","Ha Noi","Hanoi","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","29","-","-"
"2884567074","2884567074","RES","VN","Viet Nam","Binh Duong","Thu Dau Mot","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","13","-","-"
"2884651778","2884651778","RES","VN","Viet Nam","Bac Ninh","Vinh Phuc","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","29","-","Webshare"
"2884718775","2884718775","RES","VN","Viet Nam","Ha Noi","Hanoi","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","16","-","-"
"2884814322","2884814322","RES","VN","Viet Nam","Ho Chi Minh","Ho Chi Minh City","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","12","-","-"
"2884844039","2884844039","RES","VN","Viet Nam","Kien Giang","Rach Gia","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","9","-","-"
"2884855137","2884855137","RES","VN","Viet Nam","Ha Noi","Hanoi","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","2","-","-"
"2884983592","2884983592","RES","VN","Viet Nam","Thai Binh","Thai Binh","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","29","-","-"
"2885092867","2885092867","RES","VN","Viet Nam","Ba Ria - Vung Tau","Tra Tan","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","12","-","-"
"2885187187","2885187187","RES","VN","Viet Nam","Binh Duong","Uyen Hung","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","12","-","-"
"2885280403","2885280403","RES","VN","Viet Nam","Ho Chi Minh","Ho Chi Minh City","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","29","-","-"
"2885329375","2885329375","RES","VN","Viet Nam","Soc Trang","Soc Trang","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","2","-","-"
"2885330633","2885330633","RES","VN","Viet Nam","Ca Mau","Ca Mau","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","19","-","-"
"2885413092","2885413092","RES","VN","Viet Nam","Ho Chi Minh","Ho Chi Minh City","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","29","-","-"
"2885414527","2885414527","RES","VN","Viet Nam","Gia Lai","Pleiku","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","24","-","-"
"2885458581","2885458581","RES","VN","Viet Nam","Tra Vinh","Tra Vinh","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","23","-","-"
"2885467573","2885467573","RES","VN","Viet Nam","Hai Duong","Hai Duong","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","15","-","-"
"2885543605","2885543605","RES","VN","Viet Nam","An Giang","Long Xuyen","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","28","-","-"
"2885601598","2885601598","RES","VN","Viet Nam","Thanh Hoa","Bim Son","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","11","-","-"
"2885662409","2885662409","RES","VN","Viet Nam","Khanh Hoa","Nha Trang","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","28","-","-"
"2885956251","2885956251","RES","US","United States of America","Florida","Crestview","AT&T Enterprises LLC","att.com","ISP/MOB","7018","AT&T Enterprises LLC","24","-","-"
"2886352505","2886352505","RES","US","United States of America","Florida","Pensacola","AT&T Enterprises LLC","att.com","ISP/MOB","7018","AT&T Enterprises LLC","4","-","-"
"2889351730","2889351730","RES","US","United States of America","Maryland","Baltimore","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","22","-","-"
"2889353849","2889353849","RES","US","United States of America","Minnesota","Minneapolis","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","9","-","-"
"2889355794","2889355794","RES","US","United States of America","Florida","Fort Myers","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","7","-","-"
"2889357941","2889357941","RES","US","United States of America","New Jersey","Harrison","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","21","-","-"
"2889359610","2889359610","RES","US","United States of America","Maryland","Baltimore","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","2","-","-"
"2889361363","2889361363","RES","US","United States of America","Alabama","Birmingham","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","15","-","-"
"2889367583","2889367583","RES","US","United States of America","Georgia","Atlanta","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","12","-","-"
"2889369095","2889369095","RES","US","United States of America","Georgia","Atlanta","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","22","-","-"
"2889370970","2889370970","RES","US","United States of America","Florida","Orlando","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","27","-","-"
"2889373555","2889373555","RES","US","United States of America","Arizona","Phoenix","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","21","-","-"
"2889375696","2889375696","RES","US","United States of America","Texas","Austin","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","14","-","-"
"2889377851","2889377851","RES","US","United States of America","Washington","Seattle","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","27","-","-"
"2889380628","2889380628","RES","US","United States of America","Rhode Island","East Providence","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","15","-","-"
"2889382904","2889382904","RES","US","United States of America","California","Los Angeles","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","19","-","-"
"2889389651","2889389651","RES","US","United States of America","Idaho","Boise","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","27","-","-"
"2889392739","2889392739","RES","US","United States of America","New York","New York City","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","18","-","-"
"2889394128","2889394128","RES","US","United States of America","New York","New York City","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","5","-","-"
"2889397452","2889397452","RES","US","United States of America","California","Los Angeles","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","3","-","-"
"2889400112","2889400112","RES","US","United States of America","Alabama","Birmingham","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","3","-","-"
"2889402788","2889402788","RES","US","United States of America","Washington","Seattle","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","7","-","-"
"2889406506","2889406506","RES","US","United States of America","Pennsylvania","Philadelphia","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","12","-","-"
"2889407818","2889407818","RES","US","United States of America","Pennsylvania","Philadelphia","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","23","-","-"
"2889411220","2889411220","RES","US","United States of America","California","Los Angeles","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","27","-","-"
"2889415258","2889415258","RES","US","United States of America","Indiana","Indianapolis","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","21","-","-"
"2889483088","2889483088","RES","US","United States of America","Georgia","Atlanta","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","15","-","-"
"2889486166","2889486166","RES","US","United States of America","Minnesota","Minneapolis","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","19","-","-"
"2889496149","2889496149","RES","US","United States of America","Texas","Houston","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","14","-","-"
"2889513026","2889513026","RES","US","United States of America","Michigan","Detroit","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","26","-","-"
"2889514519","2889514519","RES","US","United States of America","Michigan","Detroit","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","3","-","-"
"2889516042","2889516042","RES","US","United States of America","Florida","Miami","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","26","-","-"
"2889520010","2889520010","RES","US","United States of America","Tennessee","Nashville","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","12","-","-"
"2889525016","2889525016","RES","US","United States of America","Illinois","Chicago","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","26","-","-"
"2889536407","2889536407","RES","US","United States of America","California","Los Angeles","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","7","-","-"
"2889544725","2889544725","RES","US","United States of America","Maryland","Baltimore","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","19","-","-"
"2889547216","2889547216","RES","US","United States of America","North Carolina","Charlotte","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","29","-","-"
"2889550911","2889550911","RES","US","United States of America","Connecticut","Bloomfield","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","5","-","-"
"2889553082","2889553082","RES","PR","Puerto Rico","San Juan","San Juan","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","17","-","-"
"2889555370","2889555370","RES","US","United States of America","Ohio","Cleveland","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","6","-","-"
"2889560243","2889560243","RES","US","United States of America","California","Fresno","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","11","-","-"
"2889565324","2889565324","RES","US","United States of America","Florida","Jacksonville","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","4","-","-"
"2889567352","2889567352","RES","US","United States of America","Missouri","Kansas City","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","11","-","-"
"2889569642","2889569642","RES","US","United States of America","Kentucky","Louisville","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","12","-","-"
"2889572532","2889572532","RES","US","United States of America","Wisconsin","Milwaukee","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","8","-","-"
"2889575295","2889575295","RES","US","United States of America","Alabama","Mobile","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","1","-","-"
"2889577356","2889577356","RES","US","United States of America","Virginia","Norfolk","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","17","-","-"
"2889579643","2889579643","RES","US","United States of America","Oklahoma","Oklahoma City","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","14","-","-"
"2889583480","2889583480","RES","US","United States of America","Pennsylvania","Pittsburgh","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","23","-","-"
"2889589142","2889589142","RES","US","United States of America","California","San Francisco","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","27","-","-"
"2889592312","2889592312","RES","US","United States of America","Missouri","Saint Louis","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","17","-","-"
"2889595844","2889595844","RES","US","United States of America","Illinois","Chicago","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","13","-","-"
"2889597559","2889597559","RES","US","United States of America","Texas","Dallas","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","22","-","-"
"2889600705","2889600705","RES","US","United States of America","Arizona","Phoenix","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","5","-","-"
"2889602421","2889602421","RES","US","United States of America","New York","New York City","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","10","-","-"
"2889603942","2889603942","RES","US","United States of America","North Carolina","Charlotte","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","26","-","-"
"2889606017","2889606017","RES","US","United States of America","Colorado","Denver","T-Mobile USA Inc.","t-mobile.com","MOB","21928","T-Mobile USA Inc.","25","-","-"
"2889914271","2889914465","DCH","US","United States of America","California","San Francisco","CloudFlare Inc.","cloudflare.com","CDN","13335","CloudFlare Inc","1","-","-"
