"16777216","16777471","DCH","AU","Australia","Queensland","Brisbane","APNIC and CloudFlare DNS Resolver Project","cloudflare.com","CDN","13335","CloudFlare Inc","1","-"
"1047759290","1047759291","DCH","AT","Austria","Wien","Vienna","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047761014","1047761014","DCH","ES","Spain","Catalunya","Barcelona","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047762192","1047762192","DCH","DE","Germany","Hessen","Frankfurt am Main","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047763745","1047763745","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047765729","1047765729","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047767375","1047767375","DCH","DE","Germany","Baden-Wurttemberg","Gaisburg","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047768805","1047768805","DCH","US","United States of America","Texas","Dallas","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047770137","1047770137","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047771461","1047771461","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047772832","1047772832","DCH","US","United States of America","Virginia","Reston","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047774616","1047774616","DCH","US","United States of America","Washington","Seattle","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047775826","1047775831","DCH","SE","Sweden","Stockholms lan","Solna","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047777089","1047777089","DCH","SE","Sweden","Stockholms lan","Solna","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047778401","1047778401","DCH","SE","Sweden","Stockholms lan","Solna","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047783444","1047783444","DCH","US","United States of America","Georgia","Atlanta","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"1047880112","1047880127","DCH","RU","Russian Federation","Moskva","Moscow","JSC Comcor","comcor.ru","DCH","8732","JSC Comcor","1","-"
"1047941410","1047941411","DCH","RU","Russian Federation","Bashkortostan, Respublika","Ufa","MTS UFA","mtu.ru","DCH","8359","MTS PJSC","1","-"
"1048283440","1048283455","DCH","IT","Italy","Liguria","Genova","Retelit-X S.R.L.","retelit.com","DCH","12797","Retelit-X S.R.L.","1","-"
"1048304448","1048304455","DCH","IT","Italy","Calabria","Catanzaro","Retelit-X S.R.L.","retelit.com","DCH","12797","Retelit-X S.R.L.","1","-"
"1048915861","1048915863","VPN","KZ","Kazakhstan","Almaty","Almaty","M247 Europe SRL","m247.com","DCH","9009","M247 Europe SRL","1","-"
"1049422357","1049422375","DCH","RU","Russian Federation","Moskovskaya oblast'","Fryazino","LLC TRC Fiord","fiord.ru","DCH","51369","LLC TRC Fiord","1","-"
"1049731352","1049731359","DCH","FI","Finland","Kainuu","Kajaani","Ebsolut Oy","ebsolut.fi","DCH","13170","Kaisanet Oy","1","-"
"1049988341","1049988642","DCH","IT","Italy","Toscana","Arezzo","Aruba S.p.A. - Shared Hosting and Mail Services","arubacloud.com","DCH","31034","Aruba S.p.A.","1","-"
"1050980608","1050980634","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Layer7 Networks GmbH","layer7.net","DCH","215929","Data Campus Limited","1","-"
"1051430387","1051430387","PUB","FR","France","Grand-Est","Lauterbourg","Contabo GmbH","contabo.com","DCH","51167","Contabo GmbH","30","-"
"1051547872","1051547875","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Bedworth","Claranet Limited","claranet.co.uk","DCH","8426","Claranet Limited","1","-"
"1052102304","1052102311","DCH","SE","Sweden","Vastra Gotalands lan","Goeteborg","Iver Sverige AB","iver.se","DCH","12552","GlobalConnect AB","1","-"
"1052164597","1052164634","DCH","SE","Sweden","Stockholms lan","Stockholm","SIA Veesp","veesp.com","DCH","42532","SIA Veesp","1","-"
"1052809472","1052809477","DCH","DE","Germany","Hessen","Frankfurt am Main","dataforest GmbH","dataforest.net","DCH","58212","dataforest GmbH","1","-"
"1053415564","1053415564","DCH","IQ","Iraq","Baghdad","Baghdad","IQ Networks for Data and Internet Services Ltd","iq.group","DCH","44217","IQ Networks for Data and Internet Services Ltd","1","-"
"1053890599","1053890600","DCH","BH","Bahrain","Al Janubiyah","Umm Jidr","Zain Bahrain B.S.C.","zain.com","DCH","31452","Zain Bahrain B.S.C.","1","-"
"1053979021","1053979021","PUB","FR","France","Ile-de-France","Paris","Scaleway SAS","scaleway.com","DCH","12876","Scaleway SAS","30","-"
"1054009626","1054010409","DCH","FR","France","Ile-de-France","Paris","Scaleway SAS","scaleway.com","DCH","12876","Scaleway SAS","1","-"
"1054377681","1054377682","DCH","AE","United Arab Emirates","Dubayy","Dubai","Flag Telecom UK Limited","flagtel.com","DCH","15412","Flag Telecom UK Limited","1","-"
"1054412990","1054412991","VPN","FR","France","Ile-de-France","Paris","code200 UAB","code200.global","DCH","5065","Bunny Communications","1","-"
"1054414073","1054414073","PUB","FR","France","Ile-de-France","Nanterre","GTT Communications France SAS","easynet.fr","DCH","5065","Bunny Communications","14","-"
"1055472002","1055472002","VPN","US","United States of America","Florida","Aventura","Route 95 LLC","route95.net","DCH","204957","Route 95 LLC","1","-"
"1055916794","1055916794","PUB","RS","Serbia","Juznobanatski okrug","Pancevo","IPC BLOK d.o.o. Beograd","ipcblok.com","DCH","203877","Astra Telekom Doo Beograd","30","-"
"1056302232","1056302239","DCH","DE","Germany","Schleswig-Holstein","Augsburg","GID Global Information Distribution GmbH","m-online.net","DCH","8767","M-Net Telekommunikations GmbH","1","-"
"1059245088","1059245991","DCH","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"1062282496","1062282511","DCH","US","United States of America","Nevada","Las Vegas","Papillon Helicopters","tsis.net","DCH","701","Verizon Business","1","-"
"1064338832","1064338847","DCH","US","United States of America","New Jersey","Freehold","Interglobe Communications Inc.","nyigc.com","DCH","701","Verizon Business","1","-"
"1065694464","1065694719","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","1","Level 3 Parent LLC","1","-"
"1065982560","1065982591","DCH","US","United States of America","California","Hayward","Spinitar","spinitar.com","DCH","3561","CenturyLink Communications LLC","1","-"
"1066256174","1066256180","DCH","US","United States of America","Illinois","Chicago","GTT","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"1066261105","1066261105","DCH","US","United States of America","Massachusetts","Boston","GTT","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"1066520320","1066520335","DCH","US","United States of America","District of Columbia","Washington","Equinix Inc.","equinix.com","DCH","209","CenturyLink Communications LLC","1","-"
"1067511530","1067511552","DCH","HK","Hong Kong","Hong Kong","Hong Kong","RCN","astound.com","DCH","4637","Telstra Global","1","-"
"1067597520","1067597567","DCH","US","United States of America","Mississippi","Jackson","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"1067954432","1067954687","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"1068271698","1068271700","DCH","HK","Hong Kong","Hong Kong","Hong Kong","RCN","astound.com","DCH","4637","Telstra Global","1","-"
"1068517899","1068517899","PUB","DE","Germany","Hessen","Frankfurt am Main","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"1068588780","1068588982","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"1068647962","1068647962","PUB","DE","Germany","Hessen","Frankfurt am Main","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"1068724065","1068724071","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"1068813433","1068813433","PUB","DE","Germany","Hessen","Frankfurt am Main","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"1068992534","1068992534","PUB","DE","Germany","Hessen","Frankfurt am Main","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"1069221004","1069221038","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"1070701056","1070701311","DCH","DO","Dominican Republic","Distrito Nacional (Santo Domingo)","Santo Domingo","Level 3 Parent LLC","level3.com","DCH","46198","Trilogy Dominicana S.A.","1","-"
"1071121565","1071121565","DCH","US","United States of America","New York","New York City","PCCW Global (HK) Limited","pccwglobal.net","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"1071257131","1071257132","DCH","HK","Hong Kong","Hong Kong","Hong Kong","PCCW Global (HK) Limited","pccwglobal.net","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"1071274969","1071274970","DCH","US","United States of America","California","Los Angeles","PCCW Global (HK) Limited","pccwglobal.net","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"1071292969","1071292970","DCH","SG","Singapore","Singapore","Singapore","PCCW Global (HK) Limited","pccwglobal.net","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"1071302737","1071302738","DCH","RO","Romania","Bucuresti","Bucharest","PCCW Global (HK) Limited","pccwglobal.net","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"1071315409","1071315411","DCH","SG","Singapore","Singapore","Singapore","PCCW Global (HK) Limited","pccwglobal.net","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"1071432080","1071432080","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","PCCWG Internal","pccwglobal.com","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"1071523107","1071523303","DCH","HK","Hong Kong","Hong Kong","Hong Kong","PCCW Global (HK) Limited","pccwglobal.net","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"1071582025","1071582026","DCH","KE","Kenya","Nairobi City","Nairobi","PCCW Global (HK) Limited","pccwglobal.net","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"1071587881","1071587881","DCH","SG","Singapore","Singapore","Singapore","PCCW Global (HK) Limited","pccwglobal.net","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"1071594094","1071594094","DCH","JP","Japan","Tokyo","Tokyo","PCCW Global (HK) Limited","pccwglobal.net","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"1071611961","1071611961","DCH","FR","France","Provence-Alpes-Cote-d'Azur","Marseille","PCCW Global (HK) Limited","pccwglobal.net","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"1072479208","1072479215","DCH","US","United States of America","Washington","Bellevue","Microsoft Corporation","microsoft.com","DCH","209","CenturyLink Communications LLC","1","-"
"1073363434","1073363434","VPN","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","O.M.C. Computers & Communications Ltd","omc.co.il","DCH","41436","Kamatera Inc","1","-"
"1074006016","1074006271","SES","US","United States of America","Wyoming","Cheyenne","Microsoft Corporation","microsoft.com","SES","8075","Microsoft Corporation","1","-"
"1074323222","1074323222","PUB","US","United States of America","New Jersey","Princeton","IPNetZone","ipnetzone.com","DCH","11404","Wave Broadband","30","-"
"1074653440","1074657279","DCH","US","United States of America","Arizona","Tempe","GoDaddy.com LLC","godaddy.com","DCH","26496","GoDaddy.com LLC","1","-"
"1074755735","1074755735","DCH","US","United States of America","California","Mountain View","YouTube LLC","youtube.com","DCH","36040","Google LLC","1","-"
"1074758764","1074758767","DCH","CA","Canada","Quebec","Montreal","R629 Enterprises Inc","cometgc.net","DCH","32613","Leaseweb Canada Inc.","1","-"
"1074824274","1074824274","VPN","DE","Germany","Berlin","Berlin","Fiber Optic Cable Network LLC","fiberopticcablenetwork.com","DCH","397630","Blazing SEO LLC","8","-"
"1074826386","1074826386","PUB","US","United States of America","Virginia","Ashburn","Fiber Optic Cable Network LLC","fiberopticcablenetwork.com","DCH","7029","Windstream Communications LLC","30","-"
"1074831188","1074831188","DCH","US","United States of America","Virginia","Ashburn","Fiber Optic Cable Network LLC","fiberopticcablenetwork.com","DCH","7029","Windstream Communications LLC","1","-"
"1074834014","1074834014","PUB","US","United States of America","Virginia","Ashburn","Fiber Optic Cable Network LLC","fiberopticcablenetwork.com","DCH","7029","Windstream Communications LLC","30","-"
"1074836728","1074836728","PUB","BR","Brazil","Sao Paulo","Sao Paulo","Fiber Optic Cable Network LLC","fiberopticcablenetwork.com","DCH","397630","Blazing SEO LLC","30","-"
"1075020494","1075020494","PUB","US","United States of America","New Jersey","Ocean Grove","On-Site Computers","onthewalltvinstall.com","DCH","7078","Monmouth Internet Corp","30","-"
"1075282598","1075282598","DCH","US","United States of America","California","Santa Clara","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","SCANNER"
"1075291145","1075291145","DCH","US","United States of America","California","Santa Clara","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","5","SCANNER"
"1075303215","1075303219","DCH","US","United States of America","California","Santa Clara","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"1075314002","1075314005","DCH","US","United States of America","California","Santa Clara","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-"
"1075541644","1075541671","DCH","US","United States of America","New Jersey","Jersey City","Datapipe Inc.","datapipe.com","DCH","22205","Datapipe Inc.","1","-"
"1075779168","1075779169","DCH","US","United States of America","Florida","Miami","Limestone Networks Inc.","limestonenetworks.com","DCH","46475","Limestone Networks Inc.","1","-"
"1075882699","1075882699","PUB","US","United States of America","Washington","Seattle","IPNetZone","ipnetzone.com","DCH","11404","Wave Broadband","30","-"
"1075900599","1075900599","PUB","US","United States of America","Virginia","Dulles","IPNetZone","ipnetzone.com","DCH","11404","Wave Broadband","30","-"
"1076227584","1076227839","DCH","US","United States of America","Michigan","Rochester Hills","BondDesk.Com LLC","bonddesk.com","DCH","3561","CenturyLink Communications LLC","1","-"
"1076401926","1076401934","DCH","AR","Argentina","Ciudad Autonoma de Buenos Aires","Buenos Aires","Internet Utilities NA LLC","netutils.io","DCH","396356","Latitude.sh","1","-"
"1076513249","1076513255","DCH","US","United States of America","Washington","Vancouver","AllStream Business US LLC","allstream.com","DCH","7385","AllStream Business US LLC","1","-"
"1076615345","1076615345","DCH","US","United States of America","California","Santa Barbara","ZeroBounce","zerobounce.net","DCH","397451","ZeroBounce","1","-"
"1076652807","1076652807","VPN","US","United States of America","Illinois","Chicago","Nexeon Technologies Inc.","nexeontech.com","DCH","20278","Nexeon Technologies Inc.","14","-"
"1076822872","1076822875","DCH","US","United States of America","Pennsylvania","Pittsburgh","Robert Half International Inc.","roberthalf.com","COM","19855","Masergy Communications Inc.","1","-"
"1076833284","1076833285","DCH","US","United States of America","Texas","Dallas","Benedictine University","ben.edu","EDU","19855","Masergy Communications Inc.","1","-"
"1076843556","1076843559","DCH","US","United States of America","Texas","Plano","Masergy Communications LLC","masergy.com","DCH","19855","Masergy Communications Inc.","1","-"
